γ = 0.1, α = 0.5
γ = 0.1, α = 0.5
γ = 0.1, α = 0.5
γ = 0.1, α = 0.5
γ = 0.1, α = 0.5
γ = 0.01, α = 0.5
γ = 0.01, α = 0.5
γ = 0.01, α = 0.5
γ = 0.01, α = 0.5
γ = 0.01, α = 0.5
γ = 0.1, α = 1
γ = 0.1, α = 1
γ = 0.1, α = 1
γ = 0.1, α = 1
γ = 0.1, α = 1
γ = 0.01, α = 1
γ = 0.01, α = 1
γ = 0.01, α = 1
γ = 0.01, α = 1
γ = 0.01, α = 1
